'feel horn being pulled with pliers'.... I swear I read that! O_o #fear	fear
It's such a nice thought that me and beaut @ScarletElise  are going away for two weeks on Thursday!! #Happy ☀✈	joy
Physics finally behind me! :-)  #happy	joy
@davewibberley Who cares? As long as he's #Happy 😆	joy
Home delivery and click &amp; collect @Tesco is the best thing when you can't face the shopping trip #anxiety	fear
Ugh just heard about the shooting. Innocent children!! #disgusted	disgust
"What I've seen the past 2 days: ppl claiming that some others deserve to die &amp; it's ok to joke about someone's death. 
#disgusted"	disgust
I just had the scariest dream ever #Nightmare	fear
@BrianSteffen Always look on the bright side (something the Trump campaign doesn't have in their vocabulary). #fear	fear
This feeling inside of me.. It's fear I'm feeling.. #scared	fear
@mermaidass_ @IamDabble @Antonio_cinamon actually he rarely compliments my hair in class :o #surprised	surprise
"@SusanShaw7 

Why does it not surprise me that an intolerant fascist trying to silence others would be a former Eagle newsroomer?

#pathetic"	sadness
Watching a documentary about elephants🐘 #happy	joy
So glad we left the traps out. We caught a huge mouse trying  to warm up in the garage. #gross	disgust
Four more days and I'll be heading home for a stress free weekend with my family ❤ #muchneeded #cantwait	anticipation
@LuhMontana um ew? Nobody needed to know that #disgusted	disgust
"YES I GOT A MEDAL FOR LEAGUE FINALS 😁
#HAPPY"	joy
Going to bed with a smile on your face is the best #LifeIsGood #Blessed #Happy	joy
@KOD413 @RedSox @Patriots life is damn sweet...scary on politics ;/ much worry I have over wildlife..but life is a beauty I have #Faith	trust
when all the decent chocolates have gone and there's only Eclairs and Fudges left #depressed	sadness
"@luvicia_m the world is full of cowards who look the other way,say it doesn't involve them or they don't want to get involved 
#Disgraceful"	sadness
OMG O M G I just pre-ordered Take Me Home Limited Edition Box Set :DDD #happy	joy
Love Holidays always good films on tele :) #happy	joy
so this is what independence and freedom in the UK tastes like... Trump's butthole TY leave campaign.. #Disgusted	disgust
What a classless piece of garbage. So much for tolerance the left love 2 tout. #Shameful	sadness
"""For God shows no partiality."" | Romans 2:11 | #Faith"	trust
I haven't had a cupcake or candy or anything all week 😞 #depressed	sadness
Today I made friends from all around the world! #Happy	joy
Oomf does not take showers #Disgusted	disgust
Feeling empty without my family ☹Miss my grandma, cousins and uncles! Going ecuador soon 2 see them☺and I'm not coming back 2 london☺♥#happy	joy
It's amazing how one smoker can stink up a whole waiting room. 🙊 #gross	disgust
Just remembered this time next week I'll be back home in Scotland :) #happy	joy
I don't know where that image/tweet originated, but no part of it is amusing. Self harm of any kind isnt something to joke about. #disgusted	disgust
I wanna be happy! #Smile #Happy	joy
Got the me against the world and the doctors advocate albums today :) #Happy	joy
Stoked to hang out and play video games all night #happy	joy
I'm gunna finish growing my hair to my waist line (2 more inches to go) then cutting 14 inches oooooffffff &amp; donating it !!! #scared #happy	joy
All alone with my drum set #happy	joy
Don't ask me a question while i'm texting, because you won't get an answer. #Sorry	sadness
I had a dream that @Lin_Manuel put out a terrible musical. Also, I made him a casserole because food heals all wounds. #nightmare	fear
"@crystal_lighttt haha fo real!! Theres only certain things in that stuff that i like.
#disgusted"	disgust
@Gugu_Masilela the next one is on the 26th, so I have time. #Faith	trust
PREMIERE grey's anatomy,once upon a time, revenge,homeland,the vampire diares,new girl,game of thrones....#winteriscoming #happy	joy
yeyyy ipad shows interactions not just mentions :) #happy	joy
It's funny how you're talking shit about me to people #Pathetic	sadness
@Jolielipps lol nope, the worst i get ear related is water in my ears when i go swimming and i hate that so bad, so no earache for me #happy	joy
@NeilHodgson100 @calcrutchlow good grief, look like something @Stavros6 has cooked up - wouldn't touch em! #surprise	surprise
God is the only way you’re going to make it in life, the glue that holds everything together  #faith	trust
Employed at Reitman's in Bayshore :) #happy	joy
I am so excited for the cold and rainy weather for the next few days  ☔️❄️🌀 #forreal #cold #rainy #happy	joy
Lord of the Rings on #happy	joy
@SusanEacock @Rosie1962Rosie Ok all posted 2nd class .. you will get thurs.. let me know when they arrive :) #nervous	fear
Mom recorded this movie of Indie bands traveling the country by train. Big Easy Express. This is why my mom is better than yours. #happy	joy
thank you for the follow love you :) #happy	joy
Had such a good night. Forgot how this felt. #happy	joy
@dylangibson_ I'm definitely playing that when I get back home! #Cantwait	anticipation
@NotPatrick If you believe in alternate universes, there must be one in which it is the case. #Fear	fear
@Iromg Hope you are ready for unbearable Porky tonight Mike? #Shocking	fear
The fact that it's almost show season &gt;&gt;&gt;&gt;&gt; #CantWait	anticipation
Bring on bournemouth next year!! Not good enough deserve relegation!!!!!! #angry	anger
its to damn late in the gamw to be finding out who ur real friends are... sickening. #disgusted	disgust
I'm an Auntie again; another beautiful baby boy :D its these things that make everything else irrelevant #happy	joy
I'm gonna be dropping the f-bomb for a bit because I'm so pissed. So close your eyes if it offends you. FUCK. Ok I'm better now. :))) #happy	joy
so Mum wants the Fiat Punto and I want the Bravo... on the bright side, we should have one of them by the end of the week #happy	joy
@PennyRed @aurabogado @emmajaniejones ask the rest of the world to do so? Anyway: thanks for writing that magnificent article...! #scary	fear
Unbelievable some sick people out there #Disgusted	disgust
The best compliment one can receive as a Realtor is a past client calling to do business again. I just received one. #happy	joy
@TaraFlynn It seems we're all destined for the Vowels of Hell #sorry	sadness
omg at the girl who sucked on her tampon.... The fuck is wrong with this chick.. #disgusted	disgust
To make things better Dayne made me a cuppa in the new mug! #happy	joy
I do things because I love and care for you #supportive #sad #worried	sadness
@Darren32895836 I really does look like meds just kicked in. 🙈😬 #gross	disgust
I have got honey stuck in my hair, now in standstill traffic and now late for an appointment #happy 👿👿	joy
@richardbranson this is Wimbledon not an office party! Would you wear jeans to see the Queen? This is the Queen of tennis...#surprised	surprise
Happy Hump Day Wednesday ☀😳🎉 say Hi to a stranger and make them #happy	joy
willl just got heree, in a good mood. #happy	joy
@eLENImentary WALAA MARCH NA KAYOOO HAHAHA #bitter	anger
... which then made me a half hour late for group &amp; I didnt want to walk in late bc that's awkward AF so I said fuck it &amp; left #pissedoff	anger
Happiest girl Alive right now #cake #boss #happy	joy
Well we won our game......18-6 #winners#happy	joy
@tellychakkar The quotes given by #AmitBehl &amp; #AmanVerma have disturbed me.Instead of creating peace, they are making it worse! #Disgusted	disgust
Until then, tea, cookies, and a depressing art movie about people going blind. #happy	joy
"@xxshanjames Honestly just freaks me out so much ""I got them to show I belong to him"" #scary"	fear
@SarahPalinUSA how dishonest can you get! #deplorable	sadness
So , so far you have Lied to me more then 3 times &lt;&lt;&lt;&lt;&lt; #disgusted	disgust
I've been blessed with two equally amazing parents  #happy	joy
@BreakingGodless Unfortunately, we have assholes up here too. #sorry	sadness
When you realize you were blessed with the greatest boyfriend alive  :) #happy	joy
@BaldiesUnite yes it was a little overboard. #sorry	sadness
S~U~N~D~A~Y #cantwait	anticipation
Just got 91% on the pre-permit test so I think I will do fine on the real one! #happy	joy
"I Deleted The Post. 

I Thought K Kufr Ka Fatwa e Na Lag Jaye. 

#Pathetic"	sadness
@vonnie_fuentes I broke down and had the sex... I had the sex all night long, then some more this morning. My girl is all worked out. #happy	joy
@OliviaFreeman3 the house has been restored to normality mum brought me some black current #happy	joy
Beautiful  Day  in Paradise! Living la vida loca.  Heat wave. #happy	joy
Great night tonight. Wish summer was here #happy	joy
this weekend is just gonna be so good #bestfriends #parties #date #cantwait	anticipation
The goal of your life is to honor His Name with every choice you make, every word you speak and every thought you think. /2 #joyous	joy
Ooooooo this makes me want to go back to New York and see the musical again!!! #happy	joy
"i would rather eat my PRIDE than to eat your feast

#angry"	anger
Old lady is a trump supporter, kids are not. #surprise	surprise
A lot of my followers are middle schoolers #pathetic	sadness
"2 on Gov (lol), 3 on Lang (6 credits!),
and FIVE ON CALC!!!!! #collegecredit starting off with 22 credits #happy"	joy
About 15 days until FIFA 13 #CantWait	anticipation
How is @diplo gonna come to my state and not ask me to have sex with him though? #shameful	sadness
@tonnyL13 if a WW III happens it will include the number 1 nuclear power in the world China.. #scary	fear
"Dear Taylor Swift, 

I &lt;3 you and all but the more you withhold your music from streaming sources, the more people want to pirate it. #sorry"	sadness
Im never walking around downtown toronto after the hobo incident at the St. Lawrence market 🙈🙈🙈🙈 #scary	fear
Frankie's tone is my tone. #Conviction	trust
Life's good! I have amazing friends and the best boyfriend😍 #happy	joy
@papabenzo @LeytonVillage @WeSupportWFMH @wfcycling share your frustration. Only when on site scale of challenges became apparent. #sorry	sadness
My mommy is here!!!! I missed her so much #happy	joy
My dream last night was weird. The city was yellowish from the heat of the sun. Many buildings were just abandoned and people hiding. #scary	fear
Waking up at 530 and working till 10 drag my days out.. But when I see her my troubles go away and all I wana do is hold her tight #happy	joy
@gkketch @ChicagoBears This is exactly the kind of game the Cowboys can find a way to lose! #nervous	fear
strawberry and cream lolipop :) #happy	joy
My dad is going to Chelsea for business in the next week and is refusing to take me😑 #angry	anger
Make-up works miracles for some ppl smh damn shame. #disgusted	disgust
@dapperdavec @etnow only bits of one   and i was paid to watch it.....#horrible	fear
When I ordered it said it would get here by Thursday, now it's Friday. @VictoriasSecret your shipping seriously sucks. #angry	anger
Ugh. I'm having one of those nights again. #anxiety	fear
Wow. After 8 months, my boyfriend doesn't know how to spell my last name. #pathetic	sadness
How did i get so lucky to have him in my life! #Happy	joy
Unprotected my tweets for a little bit.. ahhhhh.#Scary	fear
Majority MP's got their way but the public did not. Another leader that hasnt been elected #pissedoff	anger
Waiting for the new trainers to get here ands there taking far too long to get ere #angry	anger
@RickNorris10 @jowdawgg @michaelwain22 @joel_coops22 @leejenno7 lee 'hates a wife' Jennings,busiest man in the world all of a sudden #shock	surprise
#DaleJr first on the speed chart here in Homestead?????? Are they sure???? #NASCAR #shocked #surprised	surprise
Riverside drinks in the Sunday sun #happy	joy
This evening turned out well! #Happy	joy
.@JaredWyand you're the king of cherry picking stories to fit your agenda and only debating the idiots to make yourself seem right #pathetic	sadness
Not cute to be rude .... if you have nothing to say don't say anything at all #pathetic	sadness
Won 10 bucks at work !(: #happy	joy
Awww. Our rainbow dad's message is really touching, #happy	joy
I shed like a dog. I hate my hair. #gross	disgust
@WOWCare A US-based cable company shouldn't have a customer service call center in Nicaragua.  #pathetic	sadness
@957thespot Please delete yourself and bring back old format. #Horrible	fear
@DVATW imho, Cameron threw up a 7 day NHS as he did an EU vote. 7 days with NO extra money!! When A &amp; E's are having to close now. #Scary	fear
Meeting uncle ken and auntie paula in town this afternoon #brokeupforeaster #lovebeenoffschool #happy	joy
finally, getting myself back on the right track 😊 👌 #happy	joy
Just has the best taquitos I've ever had in my life omg I'm excited for the fajitas!!! Def coming back to Iguanas !!!! #happy	joy
@TheVIP_Police he's fat matt's good mate 😂 #shock	surprise
These Sony headphones that I got off scoopon for $20 are actually pretty decent! #surprised	surprise
🙈 The moment when your three year old son draws in biro all over your white walls, the week you're due to exchange contracts 🙈 #nightmare	fear
Obama supports abortion and gay marriages , I DONT! #Sorry	sadness
I've decided that I like the fact that people like to come to me with their problems, I would pretty much be there for anyone(: #happy	joy
Back in the land of iphone yayyyyy #happy	joy
Well it's almost time. #nervous	fear
I can hardly believe that in Los Angeles are still 16h33 pm, 20h33 pm here are already.   #surprise	surprise
#upearly even tho I haven't got dance til 1:00!!! #happy	joy
@jamesefc1 @Claymakerbigsi @DannyWArmstrong hahaha only talking about big russ this weekend #scary	fear
@CTVNationalNews How about a story about how bad Air Canada is? Been stranded in Calgary all day waiting for AC to get me to Toronto! #angry	anger
"Anxiety fun: seeing ""order by 8pm tonight"" on a website and having a mild internal crisis about 8pm tonight never happening again! #anxiety"	fear
I can't even eat mcdonalds anymore #toomuch #gross	disgust
Im so sorry I had to end the stream so abruptly. Twitch was being a butt. #Sorry	sadness
Yes. Thats all i gotta say. #happy	joy
Ohhhmygod . I literally just realized how much i like you . It's unreal . you texting me , without a doubt puts a smile on my face &lt;3 #HAPPY	joy
N ima do what it takes to be just that #HAPPY	joy
Diss is due in 6 hours! Waaaaaa #fear	fear
@KEmpress22 that's actually not a very bad thing. The tension is being released. Could've lead to an aneurism. #MigrainePro #Sadly	sadness
Okay, I'm never eating again. #scary	fear
My girl is sleeping good after the rough day that she had. Although I did watch Rango with her after her surgery #happy	joy
"I'll never understand the minds of some people in this world. Why would someone want to hurt others in such horrific ways?
#disgusted"	disgust
Why keep dogs if you can't take care of them #pissedoff	anger
@MariaBartiromo I guess Joy Behar must have become a @realDonaldTrump supporter, because she clearly is a #deplorable	sadness
I'm so glad I got to see my boy tonight though. (: #happy	joy
Being charged by @iTunes when I haven't ordered anything and i don't even use itunes anymore is ridiculous. Would not recommend them #angry	anger
"-Ενα χυμό θα ήθελα
-Φυσικό;
-Οχι μαθηματικό τελείωσα αλλά κι εγώ σαν να σε ξέρω από κάπου
-Πιες ένα φυσικό και θα με θυμηθείς
 #sorry"	sadness
@alex_shippers Kubo and Six days?? #sorry	sadness
":] i dont knoe why but im in a good mood  
#Happy"	joy
These rumours need to stop now! #pissedoff	anger
@Dominos_UK very disappointed. Wedges substituted for 2nd garlic bread as shop had ran out. Cookies burnt. Called shop rude service! #fuming	anger
My plan is set; workin my ass off so that everything falls right into place #happy	joy
I feel so bad for whoever sleeps on the other side of the wall from me... I kick and elbow the shit out of it at night 😁 #sorry	sadness
Watching Phenomenon, did not knowData from Star Trek was in it #surprised	surprise
my new job is awesome #happy	joy
"I was dancing and some girl told me you move to good for your body I was like thanks lol
#happy"	joy
I'm so happy with my life right now I have everything a young lad could wish for #HAPPY	joy
@Interstate19 @sensunderground Is it nice? Is it really? I'm not totally convinced. This farce seems to have no end in sight #sad #SHAMEFUL	sadness
You're gross. What did I see in you? #pig #pathetic	sadness
In My opinion @RealCFrampton and @anthonyfjoshua should at least got a nomination for BBC sports personality of the year award🙈 #Shocking 😬	fear
I am embarassed to say that I'm slyly buzzing for TOWIE #disgraceful	sadness
Honestly, my life couldn't be any better. 👍😊😘 #happy	joy
@ChickfilA please tell me one person who asked you to make your BBQ sauce smokehouse spicy!?!?!? #terrible	fear
#20FactsAboutMe 9. I sometimes wonder will I marry someone I already know or Just someone, I always leave it in the air #surprise	surprise
@sammignaultt tell me about it! #20daystogo #tolong #cantwait	anticipation
Being treated a bit like a princess #nice #happy	joy
I guess once August comes, I'll realize that this is my very last year of high school #happy #anxious	joy
Just got partnered by @RPMNetwork #Happy	joy
Im done with this cough!! 😩 #feelingblue	sadness
I love my life to the maxxxxx!! #happy	joy
I was super depressed yesterday but feeling stronger &amp; more committed than ever to stopping Trump's racist, xenophobic agenda today. #Angry	anger
So crazy that I'm getting married in a few months. Kk going to sleep now. #happy	joy
Love it when people put you in a good mood:D    #happy	joy
Hey the #Corona light fairy must have visited!! Went to get milk out of the gameroom fridge &amp; found a case in there! #surprised	surprise
@HillaryClinton using tragedy to pander for votes again. #shameful	sadness
Older brother just showed up. Like what?! #surprise	surprise
"i cant get that thought out of my head @hayybear97 
#disgusted"	disgust
jeans and a sweatshirt today #happy	joy
It's really annoying how they never show patriots games on TV #angry	anger
Ok.. i can realy kill someone now.. #angry	anger
2013 was my year! Now im gonna chill and go with the flow this year #happy	joy
Just bought a faith, hope and love bracelet!!! #happy	joy
@WyattLoveland I had an amazing night with you, I am so in love with you. Thank you babe for everything, #lovehim#perfect#happy	joy
My dog must have seen my tweet about the perks of having him, because he pooped three times behind the couch. #Surprise	surprise
"Goodnight world!  Going to bed with a smile on my face. Ahhhhh. 
#HAPPY"	joy
Thank god I'm only working till one. #Happy	joy
Dey called me on Friday n sent my papers to the next step #happy	joy
Finally. Someone to put up with my shit and tell me my shit is okay. #happy	joy
Just saw myi husband @DeBriceIsRight #happy	joy
This is how I want our relationship to be #HAPPY 🙈	joy
Just called myself a boss.... am I @IPunchedABear #scary	fear
@_AsToldByShayy_ give it a rest hunny. Democrat and the main stream media got exposed for the lies they push, accept it and move on#Pathetic	sadness
Don't have class until 1 tomorrow! #happy	joy
I rescind my previous iPhone complaint against @Sammy_McG. My iPhone 5 arrives today! #surprise	surprise
I'm thankful the @Vikings defense can hold a lead #Horrible	fear
.@mbonde Spoke with US friend few days ago. In Seattle it's illegal to possess fireworks for new year. But everyone can by a gun #surprise	surprise
Love the quick train home from London #fasttrain #almosthome #longweekend #happy	joy
Today was a great day. 😊 #happy	joy
Awesome day coaching, love doing my job! #coaching #happy	joy
@AmandaBrowwn So good to see the brown family! #surprise	surprise
I'm the worst texter ever #sorry	sadness
When I find out I'm following someone and their not following back #angry	anger
@alwaysloyal88 the best kinna people... #Happy	joy
Making jokes about having a car  and not having a car &lt; #depressed	sadness
Don't I make it obvious? I. HATE. @KshaClark. #NuffSaid And she still didn't block me.. #surprise	surprise
"""...It is good for our hearts to be strengthened by grace..."" Hebrews 13:9. What's strengthening your heart? Good morning. #conviction"	trust
@missslj2010 @slimtim86 Tulleys is booked! 😱 xx #fear	fear
All of my dorm crap my mom ordered is finally here. #surprise	surprise
"I'm happy with the way things are going at my new school. :)
#happy"	joy
Bluesfest lineup is great and such but ESCAPADE IS WHERE IT'S AT #ESCAPADE2013 #cantwait	anticipation
@History_Lauren In a sign of things to come, at Henry VIII's breakfast coronation all the heads were cut off the eggs #shocking	fear
Not do I run from evil but face it head on with #faith	trust
Misunderstanding happens but at the end of the day ask sorry though its not your fault it makes you feel better #sorry	sadness
@SingInTheRine some are iMales, imaginary ?🤔😛 #Sorry	sadness
I got so many clothes and shoes that I DONT wear #pitiful	sadness
@Club12bear @NHenders0n @HHenderson5 @digtrafdorson would rather live in a banana state than a ruled state #fear	fear
Perhaps it is a good thing the wife is not here right now as I don't think she is going to like this solo... #Sorry	sadness
"Had cicis earlier .. now I'm ordering Pizza Hut 
#terrible"	fear
Wiiiii!! Ya tengo The Casual Vacancy en el kindle. #Happy	joy
Ready to smile in 2013. #happy ☺	joy
102 points in bowling wasn't bad for my my first time :-) #happy	joy
@tylrmchrtt lol did I do it again? #sorry 😳	sadness
Woah in the mood :D #happy	joy
Its always a blessing when you spend time with the people you love 💙 #happy	joy
@itsemilymiller that ain't healthy. #gross	disgust
Where are those @theSNP types marching today when it comes to real issues like our NHS and Education? Get your priorities right. #pathetic	sadness
"@PrisonPlanet yep, Clintard News Network called it a ""night of protests"" #Disgraceful"	sadness
@JacccAttack I'm possibly the most angry person in the county right now Thanks mom for making me get up at 6am the first day I'm home #angry	anger
Sending up a prayer. 🙏🏻 Passed about 40 motorcycles. Five minutes later, passed 4 squads, 1 ambulance, and 5 more emergency vehicles #scary	fear
@lempeterson not when it causes soccer games to be canceled #nothappy but I did get to jump in some puddles #happy	joy
I was going to go out with my flat mates tonight. But then I saw a William Lane Craig book on the shelf. #readingwon #happy	joy
Well the #tigers just proved they weren't ready to prove themselves. Better get ready for next game. #disgusted #pathetic	disgust
I don't know why I thought three different rides today was a good idea #sore	anger
To dark out there! #scary	fear
100 days until Christmas!!! #cantwait	anticipation
Getting my brace off is just one more step in the right direction #happy	joy
@myleftfang @jackie_garhan @Liverbird4ever filthy animal. Hope you get a swift boot up the arse. Piss first. What next. Turd parcels. #gross	disgust
New Music coming soon!!!!!!!!! #happy	joy
8 hour cream, eye cream and hand cream on in bed reading #happy ☺️	joy
Not in a mood to sleep #happy	joy
@mike_petriello This is them putting out the tirefire. If Kellyanne Conway can lead &amp; tell him what to do, he could turn this around. #scary	fear
Anyway for all those commuters expecting to get into work today with @TLRailUK They still haven't sorted out their problems #disgraceful	sadness
my heart is so fluffy right now :D #happy	joy
@Wilnerness590 @Lessy19 this people cant never just enjoy the game #pathetic	sadness
Coming into the faith and trust of what God can do, and ultimately will do, opens up the playing field. ~ John Morton ~ #faith	trust
Really cute guy followed me on IG!!! #happy	joy
"One Time I Was In A Taxi That Got Pulled Over And I Had Gaang Drugs On Me😂
#Fear"	fear
had such a lovely birthday :-) heres to another year :-) #Happy	joy
@Palee_M @MissMonaisa right now m at the salon• Don't know bout yall ladies#smiling	joy
Canny be arsed at all #angry	anger
@TripAdvisor You should be ashamed of yourselves #shocking	fear
jetskiing all day yesterday was fun until i woke up this morning #sore	anger
2 down .. 1 to go 😊 #happy	joy
I can't feel my body, but I kinda like it. When are you people gonna learn to take comfort in your discomfort? #Happy	joy
Jeeez, @JDsportsfashion Trafford Centre, 35 minute wait for trainers from the back #nightmare	fear
So excited to go on holiday, weave done, legs waxed tomorrow #scared	fear
2:1 in my presentation.. Ill take that :) #happy	joy
Super fast turn around on Support from @flybrix. ID'd and resolved issues and we're flying. :) #happy	joy
@1911G_fan I am seriously convinced &gt; @ericbolling gets a tingle up his leg whenever he thinks of or talks to &gt; @realDonaldTrump. #Pathetic	sadness
Has Ryan Moore been stood down for the rest of the day after that ride on US army ranger? He must be injured! #awful	sadness
Perfect night for a drive jam session, windows down. 😊🎶 #happy	joy
Two words for #droidx users: Extended Battery. Just got mine yesterday and I'm still at 60% after 10.5 hours! :d #happy	joy
@HockeySavants This happened to a friend of mine recently, too. Always someone who wants to work the system &amp; everyone loses. #sorry	sadness
layin in my room eatin brownies n the dark :( #depressed	sadness
@MissMalini  when i paint with my mom  #FeelingBlue	sadness
Astonished at the lack of customer service from @Ryanair. The most inconsiderate airline #awful	sadness
Wish the gym was open right now 😡😡😡😡😡#mad	anger
So a BT fault has taken out my office telephones and broadband....and according to them will take three working days to repair #angry	anger
@MirandaRalston scums cuddling on a bus ride  #gross	disgust
When change is good. #👍 #happy	joy
I don't think you would..? #surprised	surprise
The problem is I overthink things .... I need to stop everything going to fall in place by itself #faith 🙏🏽🙏🏽🙏🏽🙏🏽🙏🏽🙏🏽🙏🏽🙏🏽	trust
In love with how my hair turned out! :) #happy	joy
He'll burn a eternity in hell. #Disgusted	disgust
@alla_nolfi lol i believe it! just be glad you dont hafta deal with the cheerleaders of last week. #awful	sadness
Counting on this year to be the best one yet #happy	joy
I showed up to Charmi's and forgot that she was in Boston :( #surprise	surprise
"Im amazed by the fact that people that I never thought that were gonna say me happy bday are the VERY FIRST to say happy bday to me
#Shocked"	surprise
"Today J.cole stated he's dropping an album on the 9th, On this day in 1955 Ross Parks said ""nah"", and That Project Baby is free #astounding"	surprise
I know some people like to post about their personal life on social media, but some things are a little TOO personal 😷 #gross	disgust
@sophiebeerocks our faces say it all #so #happy	joy
There's a lot of yelling in my house and I'm scared so I'm hiding under my covers and praying it dies down #anxiety	fear
@PorcelainsTramp @PorcelainBlack I'll post it Tuesday :-) that is when I'm getting my copy! I still don't know what shots he used! #nervous	fear
I will never understand why any woman would stay with a cheater. #pathetic	sadness
@jamesmoran Hi. Sorry I missed your panel at @FrightFest  I was sitting on a carnival crowded tube train. #nightmare	fear
